effective_date,year,review_type,granularity,customer_category,band,measure,value,unit,pct_change,source_type,source,notes
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-HV,energy charge,GHp/kWh,189.1609,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-HV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-HV Mines,energy charge,GHp/kWh,495.9255,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-HV Mines,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-LV,energy charge,GHp/kWh,236.9769,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-LV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-MV,energy charge,GHp/kWh,189.1609,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-MV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-MV2,energy charge,GHp/kWh,123.4162,GHp/kWh,14.75,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-05-03,2025,Major (2025 catch-up + Q1/Q2 2025),per_band_exact,SLT-MV2,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, 'Approved Electricity Rates Effective May 03, 2025' https://www.purc.com.gh/attachment/720141-20250411070456.pdf ; PURC, '2025 Second Quarter Tariff Decision' https://www.purc.com.gh/attachment/193147-20250508090515.pdf","+14.75% across the board -- combines the Q1 2025 and Q2 2025 revenue effects, plus passing on 50% of outstanding under-recovered revenue from Q2/Q3 2024 (GHS 488.42m) to consumers. Driven mainly by a 39.53% jump in VRA's bulk generation charge."
2025-07-01,2025,Quarterly (AAF),per_band_exact,Non-Residential,0-300,GHp/kWh,162.6801,GHp/kWh,2.45,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Non-Residential,301+,GHp/kWh,202.1723,GHp/kWh,2.45,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Non-Residential,0-300,Service Charge,1242.8245,GHp/month,,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Residential,0-300,GHp/kWh,180.1867,GHp/kWh,2.45,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Residential,301+,GHp/kWh,238.0873,GHp/kWh,2.45,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Residential,0-300,Service Charge,1073.0886,GHp/month,,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,79.5308,GHp/kWh,2.45,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-07-01,2025,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC, '2025 Third Quarter Tariff Decision' https://www.purc.com.gh/attachment/938345-20250904060938.pdf",+2.45% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Non-Residential,0-300,GHp/kWh,164.5377,GHp/kWh,1.14,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Non-Residential,301+,GHp/kWh,204.4809,GHp/kWh,1.14,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Non-Residential,0-300,Service Charge,1242.8245,GHp/month,,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Residential,0-300,GHp/kWh,182.2442,GHp/kWh,1.14,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Residential,301+,GHp/kWh,240.8059,GHp/kWh,1.14,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Residential,0-300,Service Charge,1073.0886,GHp/month,,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,80.4389,GHp/kWh,1.14,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2025-10-01,2025,Quarterly (AAF),per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC, '2025 Q4 / Oct 2025 Tariff Decision' https://www.purc.com.gh/attachment/538151-20250924020937.pdf",+1.14% across the board.
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Non-Residential,0-300,GHp/kWh,180.7634,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Non-Residential,301+,GHp/kWh,224.6455,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Non-Residential,0-300,Service Charge,1242.8245,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Residential,0-300,GHp/kWh,200.2159,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Residential,301+,GHp/kWh,264.5527,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Residential,0-300,Service Charge,1073.0886,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,88.3713,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-HV,energy charge,GHp/kWh,215.3414,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-HV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-LV,energy charge,GHp/kWh,269.7753,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-LV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-MV,energy charge,GHp/kWh,215.3414,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-MV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-MV2,energy charge,GHp/kWh,134.2804,GHp/kWh,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-01-01,2026,Major (2026-2030 MYTO),per_band_exact,SLT-MV2,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026-2030 Electricity, Water and Natural Gas Major Tariff Review Decision' (Jan 2026) https://www.purc.com.gh/attachment/606618-20260127060104.pdf ; PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","Opening rates of the new 2026-2030 Multi-Year Tariff Order (MYTO), shown as the 'existing tariff' baseline in the Q2 2026 decision (i.e. the rate that applied for Q1 2026, Jan-Mar)."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,EV Charging (commercial),energy charge,GHp/kWh,201.6,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,EV Charging (commercial),energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Non-Residential,0-300,GHp/kWh,177.7539,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Non-Residential,301+,GHp/kWh,216.4873,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Non-Residential,0-300,Service Charge,1242.8245,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Residential,0-300,GHp/kWh,196.8825,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Residential,301+,GHp/kWh,260.1481,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Residential,0-300,Service Charge,1073.0886,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Residential Lifeline,0-30 (exclusive),GHp/kWh,86.9,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,Residential Lifeline,0-30 (exclusive),Service Charge,213.0,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-HV,energy charge,GHp/kWh,182.1228,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-HV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-LV,energy charge,GHp/kWh,232.113,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-LV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-MV,energy charge,GHp/kWh,201.6,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-MV,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-MV2,energy charge,GHp/kWh,132.0448,GHp/kWh,-4.81,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
2026-04-01,2026,"Quarterly (AAF, decrease)",per_band_exact,SLT-MV2,energy charge,Service Charge,50000.0,GHp/month,,exact_gazette,"PURC, '2026 Second Quarter Tariff Review Decision' (13 Mar 2026) https://www.purc.com.gh/attachment/288818-20260313090334.pdf","-4.81% across the board (electricity), driven by a 6.78% Cedi appreciation and inflation falling from 8.00% to 4.17%. First-ever commercial EV charging tariff introduced."
